date,relative_humidity_2m,cloud_cover,precipitation,dew_point_2m,visibility,wind_gusts_10m,temperature_2m,seeing_quality
2025-11-23 22:00:00+00:00,73.0,100.0,0.0,17.974562,130905.516,17.4486,25.4219,
